change_id,change_date,citizen_id,reason_code,score_delta,recorded_by_officer_id
CH-0005194,2026-03-10,PR-00982,HE-050,8,OFC-135
CH-0005195,2026-05-30,PR-02167,TR-060,0,OFC-171
CH-0005196,2026-02-12,PR-02377,SC-013,-75,OFC-144
CH-0005197,2026-05-05,PR-01501,AP-081,-6,OFC-101
CH-0005198,2026-01-27,PR-00296,NW-071,-22,OFC-115
CH-0005199,2026-05-08,PR-00877,EM-030,12,OFC-185
CH-0005200,2026-02-09,PR-02230,SR-102,9,OFC-117
CH-0005201,2026-03-02,PR-02491,CV-003,-62,OFC-132
CH-0005202,2026-03-25,PR-01683,CV-020,10,OFC-193
CH-0005203,2026-06-19,PR-02089,FN-041,-11,OFC-102
CH-0005204,2026-01-25,PR-01947,EM-030,8,OFC-233
CH-0005205,2026-04-29,PR-00723,CV-001,3,OFC-133
CH-0005206,2026-03-21,PR-01954,EM-030,7,OFC-210
CH-0005207,2026-06-25,PR-00679,AP-081,-3,OFC-137
CH-0005208,2026-06-14,PR-01036,SR-102,7,OFC-201
CH-0005209,2026-01-25,PR-00752,AP-080,37,OFC-162
CH-0005210,2026-01-17,PR-00510,CL-090,-13,OFC-186
CH-0005211,2026-01-26,PR-01215,CV-021,-48,OFC-136
CH-0005212,2026-01-21,PR-00517,SC-013,-78,OFC-188
CH-0005213,2026-02-21,PR-02667,AP-081,-6,OFC-104
CH-0005214,2026-06-26,PR-00782,EM-030,9,OFC-240
CH-0005215,2026-02-28,PR-00786,SC-013,-78,OFC-142
CH-0005216,2026-03-24,PR-02200,SC-012,-12,OFC-220
CH-0005217,2026-01-05,PR-00216,NW-070,13,OFC-113
CH-0005218,2026-03-21,PR-01959,HE-051,-21,OFC-145
CH-0005219,2026-01-30,PR-00447,CL-090,-9,OFC-125
CH-0005220,2026-03-03,PR-02828,CV-001,6,OFC-193
CH-0005221,2026-03-03,PR-01028,AP-080,34,OFC-128
CH-0005222,2026-06-06,PR-01621,NW-072,-8,OFC-131
CH-0005223,2026-03-11,PR-01870,PR-111,-31,OFC-194
CH-0005224,2026-04-26,PR-00287,CV-003,-61,OFC-164
CH-0005225,2026-06-03,PR-02084,SC-010,7,OFC-130
CH-0005226,2026-05-11,PR-00354,CL-091,20,OFC-169
CH-0005227,2026-02-17,PR-02854,FN-040,6,OFC-177
CH-0005228,2026-04-02,PR-00070,CV-020,15,OFC-148
CH-0005229,2026-01-25,PR-00560,SC-012,-12,OFC-228
CH-0005230,2026-05-17,PR-02068,SC-010,7,OFC-138
CH-0005231,2026-06-17,PR-02414,HE-051,-21,OFC-183
CH-0005232,2026-03-10,PR-02720,FN-040,5,OFC-219
CH-0005233,2026-01-10,PR-00917,AP-080,37,OFC-197
CH-0005234,2026-02-27,PR-02868,TR-061,-46,OFC-196
CH-0005235,2026-01-01,PR-01591,EM-031,-23,OFC-235
CH-0005236,2026-03-05,PR-00082,PR-111,-25,OFC-228
CH-0005237,2026-02-27,PR-02817,FN-040,2,OFC-118
CH-0005238,2026-01-09,PR-01335,SR-100,-54,OFC-115
CH-0005239,2026-06-25,PR-02977,SC-011,-42,OFC-125
CH-0005240,2026-06-16,PR-00042,CV-003,-63,OFC-213
CH-0005241,2026-02-06,PR-00179,CV-020,9,OFC-117
CH-0005242,2026-04-20,PR-02101,CV-021,-47,OFC-121
CH-0005243,2026-05-07,PR-02522,CV-002,-24,OFC-209
CH-0005244,2026-05-20,PR-02730,CV-003,-61,OFC-163
CH-0005245,2026-04-06,PR-00848,SC-011,-41,OFC-132
CH-0005246,2026-03-07,PR-00601,HE-051,-20,OFC-187
CH-0005247,2026-01-11,PR-01047,NW-070,15,OFC-137
CH-0005248,2026-05-10,PR-01763,SR-102,8,OFC-105
CH-0005249,2026-02-16,PR-01751,SC-010,5,OFC-153
CH-0005250,2026-02-13,PR-02471,CV-001,5,OFC-106
CH-0005251,2026-03-29,PR-02722,PR-111,-26,OFC-239
CH-0005252,2026-05-09,PR-02101,FN-041,-6,OFC-217
CH-0005253,2026-06-11,PR-01046,HE-051,-17,OFC-178
CH-0005254,2026-02-16,PR-02996,TR-060,-3,OFC-218
CH-0005255,2026-06-18,PR-01090,CV-002,-27,OFC-247
CH-0005256,2026-05-07,PR-00299,EM-030,13,OFC-101
CH-0005257,2026-05-14,PR-01568,FN-041,-10,OFC-124
CH-0005258,2026-04-20,PR-00575,EM-030,10,OFC-202
CH-0005259,2026-04-22,PR-02291,TR-060,3,OFC-177
CH-0005260,2026-04-06,PR-02126,PR-111,-30,OFC-208
CH-0005261,2026-03-24,PR-02804,NW-071,-22,OFC-148
CH-0005262,2026-03-19,PR-01894,EM-030,7,OFC-160
CH-0005263,2026-02-19,PR-01678,CV-003,-57,OFC-212
CH-0005264,2026-05-02,PR-02789,CV-021,-51,OFC-185
CH-0005265,2026-01-23,PR-02154,PR-111,-30,OFC-227
CH-0005266,2026-01-26,PR-00132,TR-060,2,OFC-235
CH-0005267,2026-05-09,PR-00180,NW-070,18,OFC-227
CH-0005268,2026-01-01,PR-00169,CV-021,-52,OFC-121
CH-0005269,2026-02-07,PR-00065,PR-110,3,OFC-142
CH-0005270,2026-03-02,PR-00468,NW-070,15,OFC-244
CH-0005271,2026-06-24,PR-01147,AP-081,-6,OFC-209
CH-0005272,2026-04-30,PR-02248,TR-061,-43,OFC-156
CH-0005273,2026-06-20,PR-01678,EM-030,9,OFC-118
CH-0005274,2026-03-26,PR-02812,HE-050,4,OFC-202
CH-0005275,2026-03-24,PR-02659,PR-110,2,OFC-193
CH-0005276,2026-05-22,PR-02648,HE-051,-18,OFC-144
CH-0005277,2026-05-06,PR-00286,PR-110,5,OFC-126
CH-0005278,2026-04-20,PR-00413,AP-080,34,OFC-192
CH-0005279,2026-01-17,PR-00329,PR-110,4,OFC-104
CH-0005280,2026-01-03,PR-02207,PR-111,-25,OFC-174
CH-0005281,2026-03-11,PR-00042,EM-030,7,OFC-221
CH-0005282,2026-06-30,PR-01537,CV-020,13,OFC-204
CH-0005283,2026-04-14,PR-02543,AP-081,-3,OFC-131
CH-0005284,2026-05-08,PR-00699,CV-021,-53,OFC-123
CH-0005285,2026-06-01,PR-02560,TR-061,-46,OFC-175
CH-0005286,2026-01-06,PR-02675,CL-091,18,OFC-221
CH-0005287,2026-01-23,PR-01831,TR-061,-46,OFC-201
CH-0005288,2026-01-19,PR-01052,SC-013,-78,OFC-105
CH-0005289,2026-01-22,PR-00686,NW-072,-13,OFC-150
CH-0005290,2026-05-17,PR-00181,HE-050,7,OFC-121
CH-0005291,2026-04-02,PR-00934,CV-020,14,OFC-187
CH-0005292,2026-01-05,PR-00104,TR-061,-44,OFC-223
CH-0005293,2026-05-09,PR-00444,TR-060,-2,OFC-213
CH-0005294,2026-01-18,PR-00583,CV-001,8,OFC-249
CH-0005295,2026-06-09,PR-01558,FN-041,-10,OFC-121
CH-0005296,2026-03-27,PR-00404,EM-030,12,OFC-177
CH-0005297,2026-06-05,PR-00243,NW-072,-7,OFC-190
CH-0005298,2026-03-15,PR-02009,SC-012,-15,OFC-109
CH-0005299,2026-05-25,PR-00303,CV-001,5,OFC-143
CH-0005300,2026-03-04,PR-00793,NW-072,-12,OFC-107
CH-0005301,2026-03-01,PR-00263,CL-090,-15,OFC-228
CH-0005302,2026-04-05,PR-00623,CV-002,-24,OFC-247
CH-0005303,2026-05-24,PR-02539,EM-031,-18,OFC-235
CH-0005304,2026-03-02,PR-01999,PR-110,0,OFC-220
CH-0005305,2026-01-24,PR-00698,TR-061,-46,OFC-212
CH-0005306,2026-04-06,PR-01569,SC-011,-38,OFC-102
CH-0005307,2026-03-15,PR-02202,FN-041,-9,OFC-173
CH-0005308,2026-06-29,PR-00921,CV-001,2,OFC-184
CH-0005309,2026-04-29,PR-02838,CV-003,-60,OFC-143
CH-0005310,2026-06-21,PR-00664,CL-091,17,OFC-112
CH-0005311,2026-03-06,PR-01902,CL-091,21,OFC-100
CH-0005312,2026-06-15,PR-00497,HE-050,3,OFC-176
CH-0005313,2026-05-31,PR-02556,CL-090,-12,OFC-206
CH-0005314,2026-02-28,PR-02594,HE-050,3,OFC-137
CH-0005315,2026-05-01,PR-01882,SC-011,-38,OFC-219
CH-0005316,2026-04-07,PR-02760,AP-080,33,OFC-208
CH-0005317,2026-04-15,PR-01997,FN-040,3,OFC-135
CH-0005318,2026-05-17,PR-02006,TR-061,-44,OFC-198
CH-0005319,2026-06-18,PR-00304,NW-072,-12,OFC-106
CH-0005320,2026-05-24,PR-02736,CV-020,14,OFC-232
CH-0005321,2026-04-18,PR-00286,TR-062,4,OFC-217
CH-0005322,2026-03-19,PR-02615,CV-003,-58,OFC-192
CH-0005323,2026-02-15,PR-00340,TR-062,5,OFC-228
CH-0005324,2026-02-14,PR-02019,SC-010,10,OFC-152
CH-0005325,2026-01-24,PR-01616,EM-030,8,OFC-171
CH-0005326,2026-04-18,PR-00158,CL-090,-13,OFC-217
CH-0005327,2026-02-01,PR-02348,EM-031,-20,OFC-179
CH-0005328,2026-01-20,PR-01446,NW-072,-12,OFC-247
CH-0005329,2026-05-16,PR-01907,NW-071,-21,OFC-172
CH-0005330,2026-03-23,PR-00883,CL-090,-11,OFC-231
CH-0005331,2026-03-24,PR-01211,CV-021,-49,OFC-235
CH-0005332,2026-03-08,PR-00488,SC-013,-74,OFC-125
CH-0005333,2026-01-31,PR-01768,EM-031,-23,OFC-176
CH-0005334,2026-03-06,PR-00961,CL-091,15,OFC-197
CH-0005335,2026-02-13,PR-00007,PR-111,-29,OFC-192
CH-0005336,2026-03-01,PR-00701,SC-013,-77,OFC-191
CH-0005337,2026-03-28,PR-02456,SR-101,-37,OFC-231
CH-0005338,2026-06-30,PR-01238,CV-002,-28,OFC-162
CH-0005339,2026-03-06,PR-02344,CL-091,16,OFC-102
CH-0005340,2026-02-11,PR-02399,TR-061,-48,OFC-166
CH-0005341,2026-01-30,PR-02234,FN-040,5,OFC-191
CH-0005342,2026-03-19,PR-00670,CL-090,-10,OFC-146
CH-0005343,2026-04-17,PR-00769,HE-050,3,OFC-105
CH-0005344,2026-01-16,PR-01475,SR-101,-41,OFC-208
CH-0005345,2026-06-01,PR-00678,SC-010,7,OFC-200
CH-0005346,2026-03-13,PR-02261,HE-050,8,OFC-232
CH-0005347,2026-04-26,PR-01093,NW-070,14,OFC-196
CH-0005348,2026-05-25,PR-00487,CV-003,-61,OFC-126
CH-0005349,2026-04-19,PR-01082,CV-021,-53,OFC-249
CH-0005350,2026-02-04,PR-00060,SC-013,-73,OFC-226
CH-0005351,2026-03-14,PR-00445,EM-030,9,OFC-150
CH-0005352,2026-04-24,PR-02317,CL-091,21,OFC-173
CH-0005353,2026-03-03,PR-01029,SR-102,9,OFC-197
CH-0005354,2026-05-09,PR-02778,FN-040,3,OFC-201
CH-0005355,2026-02-05,PR-02903,AP-081,-3,OFC-226
CH-0005356,2026-01-19,PR-01702,CL-090,-14,OFC-229
CH-0005357,2026-06-01,PR-01182,HE-050,5,OFC-177
CH-0005358,2026-05-05,PR-00921,SR-101,-35,OFC-132
CH-0005359,2026-02-07,PR-02570,PR-111,-29,OFC-101
CH-0005360,2026-02-05,PR-00838,HE-051,-15,OFC-115
CH-0005361,2026-02-18,PR-02739,FN-041,-11,OFC-130
CH-0005362,2026-03-19,PR-00750,TR-062,3,OFC-199
CH-0005363,2026-02-22,PR-02858,SR-102,9,OFC-156
CH-0005364,2026-03-17,PR-01456,PR-111,-28,OFC-172
CH-0005365,2026-06-19,PR-00211,SC-012,-15,OFC-134
CH-0005366,2026-06-07,PR-01100,SC-013,-74,OFC-151
CH-0005367,2026-05-07,PR-01421,SC-010,7,OFC-133
CH-0005368,2026-05-02,PR-00702,HE-051,-19,OFC-214
CH-0005369,2026-05-30,PR-01515,PR-110,2,OFC-106
CH-0005370,2026-03-04,PR-00525,CV-002,-27,OFC-208
CH-0005371,2026-05-19,PR-02220,NW-070,13,OFC-170
CH-0005372,2026-06-29,PR-01221,TR-060,2,OFC-125
CH-0005373,2026-06-05,PR-01799,FN-040,4,OFC-148
CH-0005374,2026-04-08,PR-01146,EM-031,-23,OFC-119
CH-0005375,2026-01-26,PR-01592,CV-001,7,OFC-124
CH-0005376,2026-05-27,PR-02997,CV-003,-60,OFC-105
CH-0005377,2026-06-11,PR-02815,TR-062,2,OFC-218
CH-0005378,2026-03-22,PR-02008,AP-081,-4,OFC-181
CH-0005379,2026-04-25,PR-00289,PR-110,1,OFC-208
CH-0005380,2026-04-23,PR-00840,SR-102,10,OFC-180
CH-0005381,2026-01-04,PR-01819,CL-091,21,OFC-183
CH-0005382,2026-03-18,PR-01433,HE-050,5,OFC-132
CH-0005383,2026-04-09,PR-00333,SC-011,-41,OFC-104
CH-0005384,2026-02-12,PR-02932,TR-062,6,OFC-236
CH-0005385,2026-02-17,PR-00230,FN-041,-5,OFC-244
CH-0005386,2026-02-16,PR-01043,EM-030,11,OFC-108
CH-0005387,2026-01-29,PR-01518,SC-010,10,OFC-184
CH-0005388,2026-03-09,PR-02672,CL-091,18,OFC-167
CH-0005389,2026-04-25,PR-00370,SC-012,-14,OFC-201
CH-0005390,2026-06-27,PR-01603,EM-031,-18,OFC-173
CH-0005391,2026-02-11,PR-01645,HE-051,-21,OFC-189
CH-0005392,2026-04-17,PR-02092,TR-062,5,OFC-166
CH-0005393,2026-02-12,PR-02037,EM-031,-21,OFC-186
CH-0005394,2026-04-13,PR-02714,PR-110,5,OFC-142
CH-0005395,2026-03-21,PR-01582,NW-071,-19,OFC-168
CH-0005396,2026-02-26,PR-00702,AP-080,37,OFC-177
CH-0005397,2026-06-02,PR-01282,NW-071,-22,OFC-246
CH-0005398,2026-05-31,PR-00074,SC-012,-17,OFC-190
CH-0005399,2026-02-23,PR-01811,HE-050,8,OFC-100
CH-0005400,2026-01-02,PR-01130,PR-110,4,OFC-132
CH-0005401,2026-01-27,PR-02039,HE-051,-21,OFC-136
CH-0005402,2026-04-09,PR-01810,EM-030,13,OFC-161
CH-0005403,2026-02-02,PR-00598,HE-050,6,OFC-150
CH-0005404,2026-04-22,PR-00361,CL-090,-9,OFC-223
CH-0005405,2026-04-13,PR-02883,CV-001,8,OFC-181
CH-0005406,2026-05-31,PR-02028,PR-110,2,OFC-123
CH-0005407,2026-01-23,PR-01534,CV-021,-47,OFC-228
CH-0005408,2026-02-27,PR-02132,FN-041,-7,OFC-249
CH-0005409,2026-06-28,PR-02300,CV-003,-61,OFC-215
CH-0005410,2026-02-25,PR-01896,HE-051,-20,OFC-141
CH-0005411,2026-03-31,PR-00458,SC-010,5,OFC-142
CH-0005412,2026-01-02,PR-02899,SR-101,-38,OFC-150
CH-0005413,2026-02-06,PR-01835,NW-071,-19,OFC-100
CH-0005414,2026-03-02,PR-02921,AP-080,34,OFC-196
CH-0005415,2026-03-10,PR-00546,NW-070,18,OFC-165
CH-0005416,2026-01-29,PR-02961,PR-111,-31,OFC-216
CH-0005417,2026-03-23,PR-00982,TR-062,5,OFC-216
CH-0005418,2026-05-01,PR-02112,CV-002,-22,OFC-146
CH-0005419,2026-03-24,PR-00726,NW-071,-20,OFC-120
CH-0005420,2026-01-12,PR-02134,CV-001,7,OFC-101
CH-0005421,2026-03-21,PR-01153,HE-050,6,OFC-128
CH-0005422,2026-01-17,PR-01260,EM-031,-18,OFC-158
CH-0005423,2026-02-07,PR-01809,CV-020,15,OFC-163
CH-0005424,2026-05-24,PR-00429,PR-110,3,OFC-100
CH-0005425,2026-03-26,PR-02607,HE-050,6,OFC-119
CH-0005426,2026-04-12,PR-02356,CV-001,6,OFC-233
CH-0005427,2026-01-26,PR-02622,SR-102,6,OFC-109
CH-0005428,2026-04-30,PR-00853,HE-051,-20,OFC-218
CH-0005429,2026-06-05,PR-01937,AP-080,37,OFC-138
CH-0005430,2026-01-22,PR-00112,TR-062,1,OFC-210
CH-0005431,2026-06-03,PR-01446,NW-070,18,OFC-218
CH-0005432,2026-02-22,PR-00434,CV-021,-53,OFC-187
CH-0005433,2026-02-28,PR-00818,TR-060,-2,OFC-225
CH-0005434,2026-04-24,PR-02108,NW-071,-23,OFC-189
CH-0005435,2026-01-07,PR-02063,TR-060,1,OFC-147
CH-0005436,2026-02-28,PR-00411,EM-030,13,OFC-198
CH-0005437,2026-05-09,PR-01895,AP-080,36,OFC-107
CH-0005438,2026-02-15,PR-01845,SC-013,-73,OFC-113
CH-0005439,2026-06-15,PR-02364,EM-031,-22,OFC-123
CH-0005440,2026-03-03,PR-00196,EM-030,13,OFC-151
CH-0005441,2026-06-11,PR-00141,SC-011,-40,OFC-174
CH-0005442,2026-04-05,PR-02577,NW-070,13,OFC-139
CH-0005443,2026-04-27,PR-02322,EM-030,13,OFC-177
CH-0005444,2026-06-14,PR-01072,AP-081,-3,OFC-157
CH-0005445,2026-01-11,PR-02808,SC-013,-77,OFC-108
CH-0005446,2026-03-05,PR-00973,TR-062,6,OFC-118
CH-0005447,2026-01-23,PR-00974,CV-001,5,OFC-117
CH-0005448,2026-01-18,PR-00613,CL-090,-11,OFC-238
CH-0005449,2026-01-05,PR-02003,SR-101,-41,OFC-118
CH-0005450,2026-02-06,PR-01733,SC-010,10,OFC-118
CH-0005451,2026-01-02,PR-01660,SR-101,-38,OFC-168
CH-0005452,2026-04-24,PR-00380,SC-013,-78,OFC-210
CH-0005453,2026-03-14,PR-02076,CV-001,2,OFC-108
CH-0005454,2026-03-22,PR-00719,NW-071,-25,OFC-211
CH-0005455,2026-06-18,PR-02346,CV-020,11,OFC-145
CH-0005456,2026-02-09,PR-02237,SR-101,-38,OFC-220
CH-0005457,2026-03-29,PR-01458,TR-061,-46,OFC-134
CH-0005458,2026-06-15,PR-02754,PR-111,-29,OFC-191
CH-0005459,2026-02-02,PR-01483,SR-101,-35,OFC-140
CH-0005460,2026-02-17,PR-00899,EM-030,7,OFC-175
CH-0005461,2026-06-03,PR-00215,SR-102,9,OFC-151
CH-0005462,2026-03-30,PR-00809,FN-041,-11,OFC-242
CH-0005463,2026-03-13,PR-02525,TR-061,-45,OFC-117
CH-0005464,2026-06-28,PR-02852,FN-041,-6,OFC-213
CH-0005465,2026-02-28,PR-02455,NW-070,13,OFC-133
CH-0005466,2026-01-18,PR-01467,TR-062,1,OFC-132
CH-0005467,2026-02-11,PR-01972,SR-100,-54,OFC-183
CH-0005468,2026-05-03,PR-00754,FN-040,2,OFC-152
CH-0005469,2026-01-26,PR-00990,FN-040,3,OFC-144
CH-0005470,2026-04-17,PR-01977,NW-072,-10,OFC-249
CH-0005471,2026-04-04,PR-02165,AP-081,-2,OFC-152
CH-0005472,2026-03-22,PR-01614,PR-111,-25,OFC-203
CH-0005473,2026-05-12,PR-02087,PR-110,1,OFC-117
CH-0005474,2026-04-26,PR-00411,SR-102,7,OFC-227
CH-0005475,2026-05-22,PR-01517,SR-101,-40,OFC-152
CH-0005476,2026-03-24,PR-02380,EM-030,11,OFC-224
CH-0005477,2026-05-10,PR-01734,TR-062,3,OFC-148
CH-0005478,2026-03-13,PR-02488,TR-062,4,OFC-191
CH-0005479,2026-03-18,PR-02944,PR-110,5,OFC-228
CH-0005480,2026-05-06,PR-01514,EM-031,-17,OFC-146
CH-0005481,2026-02-26,PR-01055,EM-031,-19,OFC-238
CH-0005482,2026-06-22,PR-00272,EM-030,13,OFC-196
CH-0005483,2026-04-03,PR-01909,TR-060,-1,OFC-224
CH-0005484,2026-02-05,PR-01160,HE-051,-19,OFC-144
CH-0005485,2026-03-12,PR-00634,CV-021,-49,OFC-144
CH-0005486,2026-04-27,PR-01130,PR-111,-27,OFC-193
CH-0005487,2026-04-02,PR-01199,EM-031,-23,OFC-172
CH-0005488,2026-03-10,PR-00436,TR-060,0,OFC-193
CH-0005489,2026-05-25,PR-00089,CV-001,6,OFC-181
CH-0005490,2026-06-11,PR-01094,NW-070,12,OFC-112
CH-0005491,2026-05-14,PR-02100,SR-101,-37,OFC-146
CH-0005492,2026-06-11,PR-01254,TR-062,1,OFC-124
CH-0005493,2026-02-26,PR-02352,SC-013,-74,OFC-189
CH-0005494,2026-03-12,PR-01421,PR-110,-1,OFC-123
CH-0005495,2026-01-09,PR-02905,EM-031,-23,OFC-184
CH-0005496,2026-01-05,PR-01190,SR-101,-37,OFC-128
CH-0005497,2026-06-25,PR-00986,CV-003,-62,OFC-221
CH-0005498,2026-05-30,PR-02218,TR-062,5,OFC-182
CH-0005499,2026-05-23,PR-02977,SC-011,-38,OFC-165
CH-0005500,2026-05-07,PR-02818,FN-041,-11,OFC-116
CH-0005501,2026-05-29,PR-02774,SR-100,-55,OFC-147
CH-0005502,2026-04-14,PR-00795,SC-011,-39,OFC-223
CH-0005503,2026-06-10,PR-02398,SR-101,-40,OFC-231
CH-0005504,2026-06-17,PR-01912,SC-013,-74,OFC-125
CH-0005505,2026-01-15,PR-00900,FN-040,3,OFC-131
CH-0005506,2026-05-25,PR-00431,NW-071,-23,OFC-184
CH-0005507,2026-02-02,PR-00883,EM-030,10,OFC-245
CH-0005508,2026-05-16,PR-01134,CL-091,18,OFC-122
CH-0005509,2026-03-15,PR-02398,NW-072,-8,OFC-162
CH-0005510,2026-02-22,PR-01743,CV-003,-62,OFC-186
CH-0005511,2026-06-24,PR-01160,HE-051,-17,OFC-175
CH-0005512,2026-05-23,PR-01066,SR-102,5,OFC-161
CH-0005513,2026-03-05,PR-00757,SC-013,-77,OFC-199
CH-0005514,2026-05-07,PR-01855,SR-101,-38,OFC-149
CH-0005515,2026-03-05,PR-01797,EM-030,12,OFC-197
CH-0005516,2026-04-06,PR-02356,NW-070,12,OFC-105
CH-0005517,2026-02-17,PR-00848,CL-091,16,OFC-174
CH-0005518,2026-03-13,PR-01271,SR-101,-36,OFC-198
CH-0005519,2026-05-23,PR-01570,PR-111,-29,OFC-157
CH-0005520,2026-02-22,PR-00305,SC-010,7,OFC-119
CH-0005521,2026-06-21,PR-01220,TR-060,-1,OFC-188
CH-0005522,2026-05-06,PR-01167,TR-062,6,OFC-192
CH-0005523,2026-04-14,PR-02625,FN-041,-9,OFC-220
CH-0005524,2026-03-28,PR-00258,TR-060,-1,OFC-217
CH-0005525,2026-06-15,PR-01880,CV-021,-48,OFC-101
CH-0005526,2026-03-12,PR-00993,SC-010,7,OFC-125
CH-0005527,2026-06-03,PR-01320,CV-020,12,OFC-151
CH-0005528,2026-03-19,PR-00926,SR-100,-53,OFC-172
CH-0005529,2026-02-14,PR-02878,CV-020,14,OFC-247
CH-0005530,2026-03-12,PR-02426,TR-060,3,OFC-236
CH-0005531,2026-01-22,PR-00713,NW-070,13,OFC-155
CH-0005532,2026-04-18,PR-00392,NW-072,-12,OFC-230
CH-0005533,2026-03-25,PR-01122,EM-031,-22,OFC-179
CH-0005534,2026-01-05,PR-01708,SR-102,9,OFC-238
CH-0005535,2026-04-21,PR-02235,TR-061,-47,OFC-203
CH-0005536,2026-04-11,PR-01704,SC-012,-18,OFC-202
CH-0005537,2026-04-26,PR-02335,CV-020,13,OFC-117
CH-0005538,2026-01-05,PR-00688,SC-013,-73,OFC-238
CH-0005539,2026-01-14,PR-00534,CV-020,13,OFC-182
CH-0005540,2026-05-11,PR-02133,SR-100,-57,OFC-206
CH-0005541,2026-06-25,PR-02150,CV-003,-61,OFC-194
CH-0005542,2026-05-30,PR-00577,CL-091,17,OFC-202
CH-0005543,2026-04-13,PR-00193,FN-040,5,OFC-172
CH-0005544,2026-03-16,PR-01032,PR-110,3,OFC-149
CH-0005545,2026-05-04,PR-00475,SC-010,10,OFC-101
CH-0005546,2026-06-12,PR-01882,CV-020,13,OFC-203
CH-0005547,2026-05-25,PR-02805,SC-011,-43,OFC-195
CH-0005548,2026-03-22,PR-02837,TR-060,1,OFC-246
CH-0005549,2026-04-21,PR-02681,CV-020,14,OFC-238
CH-0005550,2026-05-10,PR-02990,EM-030,10,OFC-147
CH-0005551,2026-06-11,PR-01205,NW-072,-13,OFC-185
CH-0005552,2026-03-16,PR-02467,SR-100,-52,OFC-151
CH-0005553,2026-05-16,PR-02898,EM-031,-23,OFC-214
CH-0005554,2026-06-25,PR-02039,TR-061,-44,OFC-235
CH-0005555,2026-06-23,PR-02416,EM-030,11,OFC-207
CH-0005556,2026-06-30,PR-00830,SC-010,5,OFC-157
CH-0005557,2026-04-13,PR-00307,NW-070,14,OFC-187
CH-0005558,2026-04-15,PR-02143,SC-013,-77,OFC-102
CH-0005559,2026-05-30,PR-02440,NW-072,-9,OFC-119
CH-0005560,2026-04-17,PR-00995,CV-020,11,OFC-214
CH-0005561,2026-06-04,PR-01732,FN-040,4,OFC-125
CH-0005562,2026-05-25,PR-02180,NW-070,18,OFC-116
CH-0005563,2026-01-13,PR-00546,PR-110,0,OFC-214
CH-0005564,2026-05-04,PR-01320,HE-050,6,OFC-130
CH-0005565,2026-02-10,PR-00918,SR-102,6,OFC-231
CH-0005566,2026-02-28,PR-00718,TR-061,-45,OFC-103
CH-0005567,2026-06-25,PR-01891,CV-001,5,OFC-132
CH-0005568,2026-03-26,PR-00588,CV-003,-58,OFC-231
CH-0005569,2026-04-17,PR-00131,CL-091,18,OFC-241
CH-0005570,2026-04-05,PR-01799,EM-030,12,OFC-171
CH-0005571,2026-05-25,PR-00017,CV-003,-59,OFC-195
CH-0005572,2026-03-05,PR-00788,EM-031,-17,OFC-246
CH-0005573,2026-04-26,PR-01240,HE-050,5,OFC-222
CH-0005574,2026-03-09,PR-00129,CV-001,4,OFC-230
CH-0005575,2026-04-09,PR-01354,CV-002,-28,OFC-188
CH-0005576,2026-05-02,PR-01607,AP-081,-3,OFC-158
CH-0005577,2026-03-06,PR-01682,SR-101,-41,OFC-118
CH-0005578,2026-03-25,PR-01904,PR-110,2,OFC-106
CH-0005579,2026-05-31,PR-01303,SC-010,9,OFC-113
CH-0005580,2026-03-31,PR-01442,CV-021,-47,OFC-174
CH-0005581,2026-06-26,PR-01743,CV-002,-25,OFC-178
CH-0005582,2026-06-05,PR-02799,TR-062,7,OFC-223
CH-0005583,2026-05-21,PR-90003,SR-102,9,OFC-124
CH-0005584,2026-02-13,PR-00068,CV-021,-47,OFC-135
CH-0005585,2026-03-26,PR-01795,CV-001,6,OFC-131
CH-0005586,2026-03-03,PR-02364,CL-091,17,OFC-155
CH-0005587,2026-01-25,PR-02079,AP-081,-2,OFC-239
CH-0005588,2026-01-12,PR-01623,EM-031,-17,OFC-248
CH-0005589,2026-05-22,PR-01318,CL-091,16,OFC-162
CH-0005590,2026-01-29,PR-01303,CL-091,19,OFC-117
CH-0005591,2026-01-22,PR-00836,SR-101,-35,OFC-121
CH-0005592,2026-06-08,PR-01335,SR-101,-36,OFC-212
CH-0005593,2026-03-19,PR-02554,CL-090,-14,OFC-246
CH-0005594,2026-01-09,PR-02035,PR-110,1,OFC-180
CH-0005595,2026-03-08,PR-02850,CV-021,-52,OFC-237
CH-0005596,2026-05-10,PR-02474,SC-013,-76,OFC-170
CH-0005597,2026-04-24,PR-00508,FN-040,6,OFC-107
CH-0005598,2026-02-27,PR-00388,SR-100,-55,OFC-138
CH-0005599,2026-05-24,PR-00918,FN-041,-9,OFC-222
CH-0005600,2026-01-30,PR-02698,NW-071,-20,OFC-232
CH-0005601,2026-04-25,PR-02129,HE-051,-20,OFC-144
CH-0005602,2026-05-09,PR-02214,SR-101,-36,OFC-167
CH-0005603,2026-03-07,PR-02176,SC-010,6,OFC-188
CH-0005604,2026-05-31,PR-01996,PR-110,2,OFC-104
CH-0005605,2026-06-14,PR-00998,PR-110,5,OFC-132
CH-0005606,2026-06-09,PR-02029,FN-040,4,OFC-190
CH-0005607,2026-03-03,PR-01597,CV-003,-62,OFC-159
CH-0005608,2026-04-21,PR-01111,TR-060,-2,OFC-207
CH-0005609,2026-01-24,PR-02348,SR-100,-55,OFC-143
